,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
12179,35,1121,5,4,4,4,5,5,5,5,3,2,4,4,1,5,9,4,1,0,1,0,1,0,0,1,0,1
12180,13,782,3,4,3,1,5,3,5,5,5,4,4,5,4,5,79,79,1,0,1,0,0,1,0,1,0,0
12181,50,431,4,5,4,3,2,4,4,2,2,4,2,4,2,5,0,15,1,0,1,0,0,1,0,0,1,0
12182,22,1203,3,3,3,3,5,3,5,5,4,2,4,4,3,5,0,0,1,0,0,1,1,0,0,1,0,0
12183,46,1541,2,2,2,2,3,4,5,5,5,5,5,4,5,3,7,12,0,1,1,0,1,0,1,0,0,1
12184,32,2397,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,1
12185,28,666,2,5,5,5,2,2,2,2,2,4,3,1,2,2,0,9,1,0,1,0,1,0,1,0,0,0
12186,36,236,2,4,2,4,3,2,3,3,3,3,5,4,4,3,0,2,0,1,1,0,0,1,0,1,0,0
12187,15,1620,1,1,1,1,4,4,4,4,4,2,1,3,2,4,9,0,1,0,1,0,1,0,1,0,0,1
12188,8,700,3,3,3,3,5,3,5,5,2,2,3,1,3,5,0,0,1,0,0,1,1,0,0,1,0,0
12189,46,134,3,4,3,2,4,5,5,5,5,3,5,3,5,5,0,0,0,1,1,0,0,1,1,0,0,0
12190,59,580,1,5,2,4,2,2,2,2,4,4,5,3,4,2,10,0,0,1,1,0,0,1,0,1,0,0
12191,55,3122,3,1,1,1,5,4,4,3,3,3,3,3,3,4,3,0,1,0,1,0,1,0,1,0,0,0
12192,25,3036,3,1,1,1,3,3,3,3,2,1,2,1,3,3,6,7,0,1,1,0,1,0,1,0,0,0
12193,50,281,3,5,3,1,4,3,1,2,2,3,2,1,2,3,14,10,1,0,1,0,0,1,0,1,0,0
12194,55,2988,4,5,5,5,4,3,3,2,2,2,4,2,2,1,3,0,0,1,1,0,1,0,1,0,0,0
12195,54,265,4,4,4,4,4,5,2,4,4,4,4,5,4,1,0,0,1,0,1,0,1,0,0,1,0,1
12196,17,1444,3,3,3,1,1,3,1,1,5,2,4,3,1,1,21,5,1,0,0,1,1,0,0,1,0,0
12197,25,1910,2,2,2,2,2,2,2,2,4,3,4,4,4,2,0,0,1,0,1,0,1,0,1,0,0,0
12198,51,2846,1,1,1,1,3,4,4,2,2,3,2,4,2,5,11,0,1,0,1,0,1,0,1,0,0,1
12199,33,190,1,1,1,1,5,5,5,5,3,2,4,4,5,5,5,2,0,1,1,0,1,0,1,0,0,1
12200,22,2871,4,3,4,4,4,4,4,4,5,3,5,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
12201,35,89,3,4,4,4,3,3,3,3,1,4,3,1,4,3,46,55,1,0,1,0,1,0,0,1,0,0
12202,61,319,1,4,1,4,5,3,3,3,3,1,3,1,3,2,0,0,1,0,1,0,0,1,0,1,0,0
12203,50,209,5,1,1,1,5,5,5,5,4,5,3,2,1,5,15,16,0,1,1,0,1,0,0,1,0,1
12204,31,1050,3,4,4,4,3,3,3,3,1,1,4,4,3,3,0,2,1,0,1,0,1,0,1,0,0,0
12205,24,236,5,5,5,4,1,5,1,1,3,2,2,4,1,1,0,0,0,1,0,1,1,0,1,0,0,1
12206,34,550,2,0,2,5,2,2,2,2,5,3,5,5,5,2,0,0,0,1,1,0,0,1,0,0,1,0
12207,41,2254,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0,0,1,1,0,1,0,1,0,0,1
12208,46,2394,2,2,3,2,5,4,4,5,5,5,5,3,5,3,0,0,0,1,1,0,1,0,1,0,0,1
12209,37,239,1,1,4,1,3,4,5,4,4,4,4,4,4,5,3,12,0,1,1,0,1,0,1,0,0,1
12210,62,320,3,3,3,3,1,3,1,1,4,5,3,3,3,1,0,0,1,0,0,1,1,0,0,0,1,0
12211,45,788,2,2,2,4,2,2,1,2,4,4,5,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0
12212,19,386,2,5,2,4,4,2,4,4,5,3,5,5,5,4,0,0,1,0,1,0,0,1,0,1,0,0
12213,32,308,2,2,2,2,3,2,3,3,4,1,3,3,3,3,97,89,0,1,1,0,0,1,0,1,0,0
12214,33,978,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
12215,36,1504,4,5,4,5,1,4,1,1,3,5,3,3,5,1,3,8,0,1,1,0,0,1,0,1,0,0
12216,44,442,5,5,5,1,4,5,5,4,3,3,4,5,4,4,0,0,0,1,0,1,1,0,1,0,0,1
12217,25,967,4,4,4,2,4,4,3,4,5,3,4,3,4,4,0,0,1,0,1,0,0,1,0,1,0,0
12218,12,651,1,0,1,3,4,1,4,4,5,5,1,4,3,4,0,0,1,0,0,1,1,0,0,1,0,0
12219,8,606,1,4,1,2,3,1,3,3,3,2,5,5,4,3,0,0,0,1,1,0,0,1,0,1,0,0
12220,18,308,4,4,4,2,5,4,5,5,5,3,4,3,4,5,0,0,0,1,1,0,0,1,0,1,0,1
12221,8,83,2,4,2,1,1,2,1,1,5,3,5,4,4,1,0,0,1,0,1,0,0,1,0,1,0,0
12222,38,646,4,4,4,4,4,2,5,5,5,5,5,1,5,3,5,2,0,1,1,0,1,0,1,0,0,1
12223,62,258,4,5,0,5,4,4,2,4,4,0,4,5,4,5,0,0,1,0,1,0,0,1,0,1,0,0
12224,24,346,1,0,2,3,3,2,3,3,4,3,4,5,4,3,0,4,1,0,0,1,1,0,0,1,0,0
12225,50,253,1,2,1,3,5,1,5,5,3,4,4,1,3,5,0,4,0,1,1,0,0,1,0,1,0,0
12226,16,444,2,5,3,4,5,3,5,5,4,2,5,5,4,5,50,55,1,0,1,0,0,1,0,1,0,0
12227,17,584,3,4,3,4,2,3,2,2,5,5,4,3,5,2,0,0,0,1,1,0,0,1,0,1,0,0
12228,41,361,1,1,1,1,4,5,4,4,4,4,4,3,4,3,0,0,0,1,1,0,1,0,1,0,0,1
12229,35,3870,2,1,1,1,3,3,3,2,2,2,2,1,2,3,9,0,0,1,1,0,1,0,1,0,0,0
12230,24,110,5,0,4,4,3,4,3,3,2,1,3,1,1,3,7,0,0,1,0,1,1,0,0,1,0,1
12231,24,2048,2,2,5,2,4,4,4,4,5,3,5,3,4,4,0,25,1,0,1,0,1,0,1,0,0,1
12232,41,833,3,2,2,2,2,3,2,2,3,4,4,1,3,2,0,0,1,0,1,0,1,0,0,1,0,0
12233,59,2381,3,1,1,1,1,3,4,3,3,3,3,4,3,4,0,0,1,0,1,0,1,0,1,0,0,0
12234,31,1770,1,3,1,4,3,1,1,3,3,4,3,4,3,3,50,21,0,1,1,0,0,1,0,1,0,0
12235,27,2230,1,1,1,1,4,4,4,4,2,4,3,5,2,4,0,0,0,1,1,0,1,0,1,0,0,1
12236,13,2367,3,3,3,4,1,3,1,1,1,2,3,2,4,1,77,68,0,1,0,1,1,0,0,1,0,0
12237,58,844,1,1,1,1,3,5,5,3,3,4,3,5,3,4,0,0,0,1,1,0,1,0,1,0,0,1
12238,7,429,3,3,3,3,5,3,5,5,5,2,2,5,4,5,2,10,1,0,1,0,0,1,0,0,1,0
12239,54,493,1,5,1,3,3,1,3,3,4,4,4,4,5,3,0,25,0,1,1,0,0,1,0,1,0,0
12240,39,2860,3,3,3,3,4,4,4,3,2,4,5,4,4,4,46,69,0,1,1,0,1,0,1,0,0,1
12241,41,1671,1,1,1,1,2,1,3,5,5,4,5,2,5,2,0,0,1,0,1,0,1,0,1,0,0,1
12242,55,731,2,2,2,2,3,4,4,4,4,4,4,5,4,3,119,122,1,0,1,0,1,0,1,0,0,1
12243,56,1671,3,3,3,3,4,3,5,1,1,2,1,5,1,4,25,4,0,1,1,0,1,0,1,0,0,1
12244,29,888,3,3,3,3,4,3,4,4,3,2,4,2,4,4,1,0,0,1,0,1,1,0,0,1,0,0
12245,57,1440,1,5,1,5,4,1,4,4,3,5,5,5,5,4,0,0,0,1,1,0,0,1,0,1,0,0
12246,57,236,4,4,4,1,5,4,4,4,4,4,4,5,4,4,0,0,1,0,1,0,0,1,0,1,0,0
12247,52,554,2,1,1,1,3,3,4,2,2,2,2,2,2,1,15,23,1,0,1,0,1,0,1,0,0,0
12248,27,2586,3,3,3,3,4,5,5,4,5,4,4,5,3,5,0,0,1,0,1,0,1,0,1,0,0,1
12249,64,651,2,4,2,3,2,2,2,2,1,2,3,2,4,2,43,32,0,1,1,0,0,1,0,0,1,0
12250,58,273,2,3,3,3,4,2,2,2,2,2,2,1,2,1,36,39,1,0,1,0,1,0,0,1,0,0
12251,54,472,3,4,3,3,3,3,3,3,3,2,5,5,5,3,0,0,0,1,1,0,0,1,0,1,0,0
12252,19,550,3,2,3,4,1,3,1,1,4,2,2,1,4,1,0,0,1,0,1,0,0,1,0,1,0,0
12253,41,2329,1,1,1,1,5,5,5,4,4,4,4,4,4,4,0,0,0,1,1,0,1,0,1,0,0,1
12254,15,268,4,0,4,4,3,4,3,3,4,2,5,1,5,3,0,0,1,0,0,1,1,0,0,1,0,0
12255,35,2903,3,2,4,2,2,4,4,3,3,3,3,1,3,2,0,0,0,1,1,0,1,0,1,0,0,0
12256,35,390,1,5,5,5,2,5,4,4,4,5,3,4,4,4,0,0,0,1,1,0,0,1,1,0,0,0
12257,41,2428,1,1,1,1,4,5,5,4,4,4,4,3,4,5,49,47,1,0,1,0,1,0,1,0,0,1
12258,27,1972,1,1,1,1,4,5,4,4,4,2,5,4,5,4,0,0,0,1,1,0,1,0,1,0,0,1
12259,59,793,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,0,1,0,1,0,1,0,1,0,0,1
12260,33,2611,3,1,5,1,3,3,3,3,4,1,3,3,2,3,0,0,1,0,1,0,1,0,0,0,1,0
12261,40,459,1,5,4,5,1,1,1,1,4,4,4,3,3,1,16,7,1,0,1,0,1,0,0,1,0,0
12262,40,1575,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,0,0,1,1,0,1,0,1,0,0,1
12263,62,403,3,5,3,3,5,4,5,1,1,3,1,4,1,3,0,0,1,0,1,0,0,1,0,1,0,0
12264,41,3531,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0,1,0,1,0,1,0,1,0,0,1
12265,19,2782,5,5,5,5,4,4,4,4,4,5,4,3,5,4,0,0,0,1,1,0,1,0,1,0,0,1
12266,60,2072,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0,0,1,1,0,1,0,1,0,0,1
12267,21,73,3,0,3,4,3,3,4,3,3,5,5,5,5,3,0,0,0,1,0,1,1,0,0,1,0,0
12268,25,533,2,5,5,5,2,2,1,2,1,3,4,2,3,2,17,6,0,1,1,0,1,0,0,1,0,0
12269,26,106,1,3,1,3,4,1,4,4,4,5,4,4,4,4,0,0,0,1,1,0,0,1,0,1,0,0
12270,22,510,5,5,5,5,5,5,5,5,4,2,2,1,4,5,13,4,0,1,1,0,1,0,0,1,0,1
12271,27,868,4,4,4,4,4,5,4,4,4,4,5,5,5,4,0,3,0,1,1,0,1,0,1,0,0,1
12272,8,260,1,3,1,2,1,1,1,1,4,1,2,1,5,1,0,13,1,0,1,0,0,1,0,1,0,0
12273,12,1068,2,2,2,4,3,2,5,3,4,2,4,3,3,3,0,23,1,0,0,1,1,0,0,1,0,0
12274,44,386,5,5,5,5,2,4,4,4,4,4,4,3,4,3,17,18,0,1,1,0,1,0,1,0,0,1
12275,26,1235,2,2,2,2,5,5,5,5,4,3,4,3,4,5,0,12,0,1,1,0,1,0,1,0,0,1
12276,59,1789,1,1,3,1,5,5,4,4,4,4,4,5,4,5,13,9,1,0,1,0,1,0,1,0,0,1
12277,25,248,3,4,3,3,2,3,2,2,5,5,5,5,4,2,0,3,1,0,1,0,0,1,0,1,0,0
12278,54,192,3,2,3,4,2,3,2,2,3,5,3,3,4,2,0,0,0,1,1,0,0,1,0,1,0,0
12279,61,109,1,1,1,1,3,2,2,4,4,4,3,5,4,3,0,0,0,1,1,0,1,0,1,0,0,1
12280,52,1482,5,5,2,5,4,4,4,2,2,2,2,4,2,4,0,0,0,1,1,0,1,0,1,0,0,1
12281,23,1204,1,1,4,1,4,4,4,4,5,3,4,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
12282,23,421,5,0,5,4,2,5,1,2,5,4,5,5,1,2,0,0,1,0,0,1,1,0,0,1,0,1
12283,57,296,2,2,5,5,4,4,3,2,2,2,2,2,2,4,0,0,1,0,1,0,1,0,1,0,0,0
12284,19,390,1,2,1,4,4,1,4,4,2,3,4,2,3,4,0,0,1,0,1,0,0,1,0,1,0,0
12285,37,370,0,4,0,4,5,0,5,5,1,3,3,3,3,5,0,0,0,1,1,0,0,1,0,1,0,1
12286,59,2437,1,1,5,1,5,5,1,5,5,5,5,3,5,4,1,0,1,0,1,0,1,0,1,0,0,1
12287,30,803,1,4,1,4,3,1,3,3,1,1,3,3,1,3,0,0,0,1,1,0,0,1,0,1,0,0
12288,53,397,3,5,5,2,5,5,4,2,2,5,2,5,2,3,69,82,1,0,1,0,0,1,0,1,0,0
12289,55,175,5,4,4,2,1,5,1,1,5,3,4,4,5,1,0,0,1,0,0,1,1,0,1,0,0,1
12290,30,269,0,0,0,1,5,0,5,5,4,1,4,2,4,5,0,15,1,0,1,0,1,0,0,1,0,1
12291,50,109,3,4,3,4,4,4,4,3,3,3,3,1,3,4,0,0,1,0,1,0,1,0,0,0,1,0
12292,49,3675,4,4,4,4,4,4,3,5,5,5,5,3,5,1,0,0,0,1,1,0,1,0,1,0,0,1
12293,17,687,4,4,4,2,5,4,5,5,3,5,5,4,4,5,0,0,0,1,1,0,0,1,0,1,0,0
12294,54,691,5,3,3,3,5,5,5,5,4,5,3,1,3,5,64,58,0,1,1,0,1,0,0,0,1,1
12295,24,125,5,4,5,3,2,5,2,2,5,5,3,4,5,2,0,0,0,1,1,0,0,1,0,1,0,1
12296,50,705,3,3,3,4,2,3,2,2,2,1,4,1,3,2,5,5,1,0,0,1,1,0,0,1,0,0
12297,21,767,1,3,1,1,1,1,1,1,4,2,1,1,2,1,5,0,0,1,1,0,0,1,0,0,1,0
12298,43,2168,3,3,3,3,3,3,3,3,4,2,2,3,3,3,135,124,0,1,1,0,1,0,1,0,0,0
12299,50,320,5,5,5,3,4,5,4,4,1,3,4,1,1,4,0,0,0,1,1,0,0,1,0,1,0,1
12300,14,319,4,3,4,4,3,4,3,3,1,4,4,3,3,3,8,2,0,1,1,0,0,1,0,1,0,0
12301,60,1592,4,4,4,4,3,5,4,5,5,5,5,3,5,5,0,0,1,0,1,0,1,0,1,0,0,1
12302,57,248,4,4,4,3,2,4,2,2,3,2,5,3,5,2,0,0,1,0,0,1,1,0,1,0,0,1
12303,22,1075,5,5,5,3,5,5,5,5,5,4,5,5,5,5,0,24,1,0,0,1,1,0,0,1,0,1
12304,36,867,4,3,3,3,4,4,4,4,5,4,4,5,5,4,0,0,0,1,1,0,1,0,0,1,0,1
12305,32,2586,5,5,5,5,4,4,4,4,4,4,4,5,1,4,0,0,0,1,1,0,1,0,1,0,0,1
12306,51,2227,2,4,4,4,3,2,3,2,2,2,2,1,2,3,0,2,1,0,1,0,1,0,1,0,0,0
12307,49,1310,1,1,1,1,5,5,4,4,4,4,4,3,4,3,1,0,1,0,1,0,1,0,1,0,0,1
12308,59,645,2,2,2,2,3,4,5,4,4,4,4,3,4,3,68,56,0,1,1,0,1,0,1,0,0,1
12309,28,2901,3,4,4,4,3,3,3,3,4,5,2,4,1,3,24,35,0,1,1,0,1,0,1,0,0,0
12310,51,507,2,3,3,3,3,2,3,3,1,4,4,3,3,3,9,8,0,1,1,0,1,0,0,1,0,0
12311,67,2359,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0,0,1,1,0,1,0,1,0,0,1
12312,72,432,4,4,4,4,2,4,3,4,4,4,4,4,4,3,0,1,0,1,1,0,1,0,1,0,0,0
12313,27,201,0,0,0,3,2,0,2,2,5,4,4,3,4,2,0,7,0,1,0,1,1,0,1,0,0,1
12314,36,634,5,1,1,1,5,5,5,5,2,2,5,4,5,5,0,0,0,1,1,0,1,0,0,0,1,1
12315,51,2586,3,3,5,3,4,4,4,4,2,4,5,4,5,4,0,0,1,0,1,0,1,0,1,0,0,1
12316,41,2539,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0,0,1,1,0,1,0,1,0,0,1
12317,58,717,1,4,1,3,2,1,3,2,3,5,5,3,5,2,5,0,0,1,1,0,0,1,0,0,1,0
12318,40,2917,2,4,4,4,2,2,3,2,2,2,2,3,2,2,0,0,1,0,1,0,1,0,1,0,0,0
12319,44,2475,2,2,2,4,2,3,3,3,5,4,3,3,4,3,0,0,1,0,0,1,1,0,0,1,0,0
12320,23,397,3,4,3,3,4,3,4,4,4,4,5,3,5,4,20,5,1,0,1,0,0,1,0,1,0,0
12321,48,3186,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
12322,7,109,3,0,3,3,5,3,5,5,3,2,5,3,4,5,0,0,1,0,1,0,0,1,0,1,0,0
12323,56,328,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,0,1,1,0,1,0,1,0,0,1
12324,18,2684,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,0,0,1,1,0,1,0,1,0,0,1
12325,38,507,1,1,2,4,2,2,2,2,1,4,3,4,3,2,0,0,1,0,1,0,0,1,0,1,0,0
12326,56,3995,4,4,4,4,3,4,5,4,4,5,4,5,4,3,0,0,0,1,1,0,1,0,1,0,0,1
12327,33,1246,2,4,1,4,3,1,3,3,2,4,2,2,3,3,128,130,1,0,1,0,0,1,0,1,0,0
12328,49,1012,2,4,1,2,4,1,4,4,4,3,3,1,4,4,0,0,0,1,1,0,0,1,0,1,0,0
12329,42,844,2,2,2,2,1,2,1,1,4,2,4,3,4,1,0,2,1,0,0,1,1,0,1,0,0,0
12330,54,1123,3,4,3,5,2,5,4,3,3,3,3,4,3,4,0,0,1,0,1,0,0,1,0,1,0,0
12331,29,1725,2,4,4,4,2,2,2,2,3,1,3,2,1,2,240,212,1,0,1,0,1,0,0,1,0,0
12332,40,3503,1,5,1,1,4,1,3,5,5,5,5,1,5,4,3,0,0,1,1,0,1,0,1,0,0,1
12333,38,3374,3,1,1,1,4,4,4,3,3,3,3,4,3,1,1,0,0,1,1,0,1,0,1,0,0,0
12334,14,1313,3,4,3,3,5,3,5,5,4,3,3,5,4,5,0,0,0,1,1,0,0,1,1,0,0,0
12335,60,562,3,5,3,2,4,3,4,4,5,3,4,5,5,4,0,0,0,1,1,0,0,1,0,1,0,0
12336,48,991,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
12337,38,115,4,1,4,4,4,4,4,4,1,2,2,2,2,4,0,0,0,1,1,0,1,0,0,0,1,0
12338,38,996,4,4,4,4,5,4,4,5,5,5,4,1,2,5,0,0,1,0,0,1,1,0,0,0,1,0
12339,44,3917,3,2,2,2,1,4,4,3,3,3,3,1,3,4,0,0,1,0,1,0,1,0,1,0,0,0
12340,28,997,1,1,1,1,3,3,3,3,5,1,3,5,5,3,0,0,1,0,1,0,1,0,1,0,0,1
12341,61,338,1,4,4,4,3,4,4,1,1,1,1,2,1,2,0,0,0,1,1,0,1,0,1,0,0,0
12342,62,954,2,5,2,1,3,2,3,3,5,3,5,4,4,3,0,24,0,1,1,0,0,1,0,1,0,0
12343,51,1325,2,2,3,2,3,4,5,5,5,5,5,4,5,4,0,0,1,0,1,0,1,0,1,0,0,1
12344,45,130,0,4,0,4,2,4,4,1,1,1,1,5,1,3,0,0,0,1,1,0,1,0,1,0,0,1
12345,58,325,3,4,3,3,2,5,1,5,5,3,5,5,5,1,12,6,1,0,1,0,0,1,0,1,0,0
12346,42,835,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
12347,24,591,5,4,5,5,5,4,5,5,3,2,5,4,4,5,0,0,1,0,0,1,1,0,0,1,0,1
12348,70,997,4,2,3,4,2,3,2,2,3,5,3,2,3,2,0,0,0,1,1,0,0,1,0,1,0,0
12349,32,2266,2,5,2,2,5,5,5,5,1,5,1,1,1,5,4,30,0,1,1,0,1,0,1,0,0,1
12350,80,100,2,5,5,5,2,3,4,1,1,1,2,4,1,3,0,0,1,0,1,0,1,0,1,0,0,0
12351,34,837,0,4,0,3,4,0,4,4,4,3,4,5,4,4,0,1,0,1,1,0,0,1,0,1,0,1
12352,52,436,1,1,1,1,4,4,5,4,4,4,4,4,4,5,17,9,0,1,1,0,1,0,1,0,0,1
12353,13,1013,3,5,5,5,3,3,4,3,2,2,3,2,4,3,40,51,0,1,1,0,1,0,0,1,0,0
12354,27,2801,5,5,5,5,4,4,4,4,1,2,5,2,4,4,0,0,1,0,1,0,1,0,1,0,0,1
12355,36,377,2,0,3,2,4,3,4,4,1,2,1,2,4,4,0,0,0,1,0,1,1,0,0,1,0,0
12356,52,1799,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,20,1,0,1,0,1,0,1,0,0,1
12357,47,101,1,4,1,4,5,5,4,3,3,1,3,4,3,5,0,4,1,0,1,0,0,1,0,0,1,0
12358,51,236,2,3,2,3,1,3,4,1,1,2,1,2,1,4,0,0,1,0,1,0,0,1,0,1,0,0
12359,53,2141,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,0,1,1,0,1,0,1,0,0,1
12360,57,1699,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,1
12361,39,3424,5,1,5,5,4,5,3,5,5,5,4,5,5,2,0,0,0,1,1,0,1,0,1,0,0,1
12362,44,824,1,1,1,4,1,1,1,1,3,5,3,3,3,1,52,110,1,0,0,1,1,0,0,1,0,0
12363,20,2409,1,4,1,3,1,1,1,1,2,1,4,4,3,1,0,6,0,1,1,0,0,1,0,1,0,0
12364,7,1362,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,17,1,0,1,0,0,1,0,1,0,0
12365,21,271,5,5,5,3,2,5,1,2,4,2,4,5,4,2,0,0,0,1,0,1,1,0,0,1,0,1
12366,14,589,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69,0,1,1,0,0,1,0,1,0,0
12367,42,854,2,2,2,1,2,2,2,2,5,5,4,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0
12368,38,912,5,4,4,4,5,5,5,5,2,4,1,2,5,5,29,34,0,1,1,0,1,0,0,1,0,1
12369,21,280,2,3,2,3,1,2,1,1,3,2,3,4,3,1,0,0,0,1,1,0,0,1,0,1,0,0
12370,25,143,2,0,2,3,3,2,3,3,4,4,4,5,5,3,0,0,1,0,0,1,1,0,1,0,0,0
12371,15,534,3,4,3,2,3,3,3,3,4,3,4,3,5,3,0,0,1,0,1,0,0,1,0,1,0,0
12372,59,794,5,3,3,3,5,3,2,5,5,4,5,3,5,3,0,5,1,0,1,0,1,0,1,0,0,0
12373,25,1801,2,3,3,3,2,2,2,2,4,5,4,1,3,2,0,0,0,1,1,0,1,0,1,0,0,0
12374,31,868,1,5,5,5,1,1,1,1,3,3,4,3,4,1,32,30,1,0,1,0,1,0,1,0,0,0
12375,30,89,3,3,3,4,2,3,5,2,3,1,4,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0
12376,42,337,3,5,3,5,5,5,5,2,2,3,2,1,2,5,2,0,1,0,1,0,0,1,0,1,0,0
12377,43,508,2,4,4,4,2,2,2,2,3,3,1,2,3,2,89,94,0,1,1,0,1,0,0,1,0,1
12378,51,2525,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0,0,1,1,0,1,0,1,0,0,1
12379,23,926,2,2,2,3,1,2,1,1,4,3,3,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0
12380,45,861,3,3,3,3,4,3,3,4,1,2,3,3,4,4,0,0,1,0,0,1,1,0,0,1,0,0
12381,62,1476,1,5,1,4,2,3,5,1,1,1,1,3,1,5,0,47,1,0,1,0,0,1,0,1,0,0
12382,70,862,2,4,2,2,3,5,4,2,2,2,2,4,2,4,0,0,1,0,1,0,0,1,0,1,0,0
12383,34,668,2,1,2,3,3,2,3,3,1,4,4,3,4,3,0,0,1,0,0,1,1,0,0,1,0,0
12384,29,1899,1,4,1,4,1,1,1,1,2,2,3,3,3,1,1,0,0,1,1,0,1,0,1,0,0,0
12385,53,1741,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0,0,1,1,0,1,0,1,0,0,1
12386,40,543,3,5,5,5,4,5,4,4,5,4,5,5,5,4,0,0,1,0,1,0,0,1,0,0,1,0
12387,39,2586,4,2,4,3,4,3,3,4,5,3,4,3,2,3,15,0,1,0,1,0,0,1,0,1,0,0
12388,16,925,3,3,3,1,3,3,5,3,1,2,2,1,5,3,0,0,1,0,0,1,1,0,0,1,0,0
12389,40,3513,3,3,3,3,1,2,2,4,4,4,4,5,4,4,8,12,0,1,1,0,1,0,1,0,0,1
12390,25,534,2,0,2,3,1,2,1,1,5,4,5,3,4,1,0,0,0,1,0,1,1,0,1,0,0,0
12391,32,2992,2,4,4,4,2,2,2,2,2,2,4,4,4,2,0,9,0,1,1,0,1,0,1,0,0,0
12392,62,758,2,2,2,4,2,2,2,2,4,2,4,4,4,2,11,12,0,1,0,1,1,0,0,1,0,0
12393,42,515,3,5,2,2,4,2,4,4,4,2,4,4,5,4,0,0,0,1,1,0,0,1,0,1,0,0
12394,12,109,2,4,2,3,3,2,3,3,4,4,5,3,4,3,7,0,1,0,1,0,0,1,0,1,0,0
12395,27,1565,4,4,4,4,3,4,3,3,4,3,4,4,4,3,0,0,0,1,0,1,1,0,1,0,0,1
12396,43,3110,2,2,2,2,4,5,4,4,4,4,4,4,4,5,1,2,0,1,1,0,1,0,1,0,0,1
12397,40,432,3,3,3,3,2,5,4,4,4,4,4,4,4,3,1,0,1,0,1,0,1,0,1,0,0,1
12398,36,3165,2,4,1,1,2,3,3,2,2,2,2,3,2,3,13,10,1,0,1,0,1,0,1,0,0,0
12399,12,257,3,3,3,3,5,3,5,5,3,3,4,5,3,5,35,47,1,0,1,0,0,1,0,0,1,0
12400,59,3792,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
12401,29,2166,2,2,2,2,4,4,3,4,5,3,5,3,2,4,0,0,1,0,1,0,1,0,1,0,0,1
12402,12,1203,3,5,3,5,3,3,3,3,4,1,3,3,3,3,0,0,0,1,1,0,0,1,0,1,0,0
12403,38,353,4,3,3,1,2,3,2,2,4,5,4,5,4,2,4,4,0,1,0,1,1,0,1,0,0,1
12404,48,337,3,4,4,4,3,3,3,3,3,4,3,3,4,3,16,8,0,1,1,0,1,0,0,1,0,0
12405,70,2475,1,5,2,5,1,1,1,2,5,1,2,1,1,1,37,33,1,0,1,0,1,0,1,0,0,0
12406,40,1410,3,3,3,2,5,3,5,5,3,3,4,4,4,5,1,0,0,1,0,1,1,0,0,1,0,0
12407,46,407,4,2,4,3,1,4,1,1,3,1,4,1,3,1,38,39,0,1,1,0,0,1,0,1,0,0
12408,62,224,5,4,4,4,2,5,1,5,5,5,5,3,5,5,0,5,1,0,1,0,1,0,0,1,0,1
12409,30,2463,5,5,5,5,4,4,4,4,4,5,1,1,2,4,0,0,0,1,1,0,1,0,1,0,0,1
